defectId,severity,closedDate,application,openDate,rootCause,phase,projectName,status
3329,A-Critical,5/25/2016,NGBA Phase 1.1,5/13/2016,Not Available,System Integration Test (SIT),A,Closed
3332,C-Medium,5/19/2016,NGBA Phase 1.1,5/16/2016,Application Data,System Integration Test (SIT),A,Closed
3343,C-Medium,6/13/2016,NGBA Phase 1.1,5/16/2016,Component Code,System Integration Test (SIT),A,Closed
3531,C-Medium,6/22/2016,NGBA Phase 1.1,5/24/2016,Component Code,System Integration Test (SIT),A,Closed
3541,B-High,8/9/2016,NGBA Phase 1.1,5/24/2016,Middleware,System Integration Test (SIT),A,Closed
3552,B-High,6/1/2016,NGBA Phase 1.1,5/25/2016,Not Available,System Integration Test (SIT),A,Closed
3561,B-High,5/26/2016,NGBA Phase 1.1,5/25/2016,Not Available,System Integration Test (SIT),A,Closed
3562,B-High,5/26/2016,NGBA Phase 1.1,5/25/2016,Not Available,System Integration Test (SIT),A,Closed
3565,B-High,6/13/2016,NGBA Phase 1.1,5/25/2016,Component Code,System Integration Test (SIT),A,Closed
3566,B-High,9/28/2016,NGBA Phase 1.1,5/25/2016,Not Available,System Integration Test (SIT),A,Closed
3567,B-High,9/28/2016,NGBA Phase 1.1,5/25/2016,Not Available,System Integration Test (SIT),A,Closed
3568,B-High,9/28/2016,NGBA Phase 1.1,5/25/2016,Not Available,System Integration Test (SIT),A,Closed
3578,B-High,5/27/2016,NGBA Phase 1.1,5/27/2016,Not Available,System Integration Test (SIT),A,Closed
3586,C-Medium,6/23/2016,NGBA Phase 1.1,5/30/2016,Component Code,System Integration Test (SIT),A,Closed
3589,C-Medium,6/8/2016,NGBA Phase 1.1,5/31/2016,Not Available,System Integration Test (SIT),A,Closed
3590,B-High,6/2/2016,NGBA Phase 1.1,5/31/2016,Not Available,System Integration Test (SIT),A,Closed
3593,D-Low,7/7/2016,NGBA Phase 1.1,5/31/2016,Detailed Design,System Integration Test (SIT),A,Closed
3594,D-Low,6/13/2016,NGBA Phase 1.1,5/31/2016,Component Code,System Integration Test (SIT),A,Closed
3598,C-Medium,9/6/2016,NGBA Phase 1.1,5/31/2016,Component Code,System Integration Test (SIT),A,Closed
3599,B-High,6/13/2016,NGBA Phase 1.1,5/31/2016,Component Code,System Integration Test (SIT),A,Closed
3600,C-Medium,6/8/2016,NGBA Phase 1.1,5/31/2016,Not Available,System Integration Test (SIT),A,Closed
3601,A-Critical,6/9/2016,NGBA Phase 1.1,5/31/2016,Not Available,System Integration Test (SIT),A,Closed
3620,C-Medium,6/21/2016,NGBA Phase 1.1,5/31/2016,Not Available,System Integration Test (SIT),A,Closed
3602,D-Low,8/17/2016,NGBA Phase 1.1,6/1/2016,Not Available,System Integration Test (SIT),A,Closed
3603,B-High,6/14/2016,NGBA Phase 1.1,6/1/2016,Reference Data,System Integration Test (SIT),A,Closed
3608,C-Medium,6/8/2016,NGBA Phase 1.1,6/1/2016,Not Available,System Integration Test (SIT),A,Closed
3618,B-High,6/20/2016,NGBA Phase 1.1,6/1/2016,Component Code,System Integration Test (SIT),A,Closed
3619,D-Low,7/20/2016,NGBA Phase 1.1,6/1/2016,Component Code,System Integration Test (SIT),A,Closed
3628,C-Medium,9/28/2016,NGBA Phase 1.1,6/2/2016,Detailed Business Requirements,System Integration Test (SIT),A,Closed
3633,B-High,7/14/2016,NGBA Phase 1.1,6/2/2016,Middleware,System Integration Test (SIT),A,Closed
3640,C-Medium,6/13/2016,NGBA Phase 1.1,6/2/2016,Component Code,System Integration Test (SIT),A,Closed
3657,B-High,7/4/2016,NGBA Phase 1.1,6/3/2016,Not Available,System Integration Test (SIT),A,Closed
3661,B-High,8/8/2016,NGBA Phase 1.1,6/3/2016,Component Code,System Integration Test (SIT),A,Closed
3681,C-Medium,6/24/2016,NGBA Phase 1.1,6/6/2016,Component Code,System Integration Test (SIT),A,Closed
3724,B-High,6/24/2016,NGBA Phase 1.1,6/8/2016,Component Code,System Integration Test (SIT),A,Closed
3727,B-High,6/24/2016,NGBA Phase 1.1,6/8/2016,Component Code,System Integration Test (SIT),A,Closed
3734,B-High,9/28/2016,NGBA Phase 1.1,6/9/2016,Not Available,System Integration Test (SIT),A,Closed
3736,C-Medium,7/18/2016,NGBA Phase 1.1,6/9/2016,Not Available,System Integration Test (SIT),A,Closed
3740,C-Medium,7/13/2016,NGBA Phase 1.1,6/9/2016,Not Available,System Integration Test (SIT),A,Closed
3750,C-Medium,6/16/2016,NGBA Phase 1.1,6/10/2016,Not Available,System Integration Test (SIT),A,Closed
3752,C-Medium,6/20/2016,NGBA Phase 1.1,6/10/2016,Not Available,System Integration Test (SIT),A,Closed
3753,C-Medium,6/20/2016,NGBA Phase 1.1,6/10/2016,Not Available,System Integration Test (SIT),A,Closed
3754,C-Medium,6/13/2016,NGBA Phase 1.1,6/10/2016,Not Available,System Integration Test (SIT),A,Closed
3756,C-Medium,6/16/2016,NGBA Phase 1.1,6/10/2016,Not Available,System Integration Test (SIT),A,Closed
3757,C-Medium,6/14/2016,NGBA Phase 1.1,6/10/2016,Not Available,System Integration Test (SIT),A,Closed
3760,D-Low,6/14/2016,NGBA Phase 1.1,6/13/2016,Not Available,System Integration Test (SIT),A,Closed
3761,C-Medium,6/14/2016,NGBA Phase 1.1,6/13/2016,Not Available,System Integration Test (SIT),A,Closed
3768,A-Critical,6/30/2016,NGBA Phase 1.1,6/13/2016,Not Available,System Integration Test (SIT),A,Closed
3769,C-Medium,6/28/2016,NGBA Phase 1.1,6/13/2016,Not Available,System Integration Test (SIT),A,Closed
3770,C-Medium,6/14/2016,NGBA Phase 1.1,6/14/2016,Not Available,System Integration Test (SIT),A,Closed
3775,C-Medium,7/14/2016,NGBA Phase 1.1,6/14/2016,Component Code,System Integration Test (SIT),A,Closed
3783,D-Low,6/24/2016,NGBA Phase 1.1,6/14/2016,Component Code,System Integration Test (SIT),A,Closed
3784,D-Low,6/21/2016,NGBA Phase 1.1,6/14/2016,Not Available,System Integration Test (SIT),A,Closed
3785,C-Medium,7/5/2016,NGBA Phase 1.1,6/14/2016,Not Available,System Integration Test (SIT),A,Closed
3786,C-Medium,7/5/2016,NGBA Phase 1.1,6/14/2016,Not Available,System Integration Test (SIT),A,Closed
3793,D-Low,10/4/2016,NGBA Phase 1.1,6/15/2016,Detailed Design,System Integration Test (SIT),A,Closed
3809,B-High,7/5/2016,NGBA Phase 1.1,6/16/2016,Not Available,System Integration Test (SIT),A,Closed
3828,A-Critical,6/20/2016,NGBA Phase 1.1,6/20/2016,Middleware,System Integration Test (SIT),A,Closed
3829,C-Medium,6/21/2016,NGBA Phase 1.1,6/20/2016,Not Available,System Integration Test (SIT),A,Closed
3830,C-Medium,6/21/2016,NGBA Phase 1.1,6/20/2016,Not Available,System Integration Test (SIT),A,Closed
3831,C-Medium,6/21/2016,NGBA Phase 1.1,6/20/2016,Not Available,System Integration Test (SIT),A,Closed
3832,B-High,7/18/2016,NGBA Phase 1.1,6/20/2016,Middleware,System Integration Test (SIT),A,Closed
3833,C-Medium,7/6/2016,NGBA Phase 1.1,6/20/2016,Not Available,System Integration Test (SIT),A,Closed
3834,B-High,7/21/2016,NGBA Phase 1.1,6/20/2016,Connectivity,System Integration Test (SIT),A,Closed
3835,B-High,7/14/2016,NGBA Phase 1.1,6/20/2016,Middleware,System Integration Test (SIT),A,Closed
3836,B-High,7/25/2016,NGBA Phase 1.1,6/20/2016,Middleware,System Integration Test (SIT),A,Closed
3837,D-Low,6/30/2016,NGBA Phase 1.1,6/20/2016,Not Available,System Integration Test (SIT),A,Closed
3841,B-High,6/29/2016,NGBA Phase 1.1,6/21/2016,Not Available,System Integration Test (SIT),A,Closed
3848,C-Medium,7/15/2016,NGBA Phase 1.1,6/21/2016,Middleware,System Integration Test (SIT),A,Closed
3850,B-High,7/18/2016,NGBA Phase 1.1,6/21/2016,Middleware,System Integration Test (SIT),A,Closed
3851,C-Medium,6/24/2016,NGBA Phase 1.1,6/21/2016,Not Available,System Integration Test (SIT),A,Closed
3853,B-High,6/30/2016,NGBA Phase 1.1,6/21/2016,Not Available,System Integration Test (SIT),A,Closed
3858,C-Medium,6/23/2016,NGBA Phase 1.1,6/22/2016,Not Available,System Integration Test (SIT),A,Closed
3859,C-Medium,6/23/2016,NGBA Phase 1.1,6/22/2016,Not Available,System Integration Test (SIT),A,Closed
3885,B-High,7/6/2016,NGBA Phase 1.1,6/24/2016,System Integration,System Integration Test (SIT),A,Closed
3887,C-Medium,6/29/2016,NGBA Phase 1.1,6/24/2016,Not Available,System Integration Test (SIT),A,Closed
3890,D-Low,7/19/2016,NGBA Phase 1.1,6/24/2016,Reference Data,System Integration Test (SIT),A,Closed
3896,C-Medium,7/4/2016,NGBA Phase 1.1,6/27/2016,Not Available,System Integration Test (SIT),A,Closed
3897,D-Low,7/11/2016,NGBA Phase 1.1,6/27/2016,Component Code,System Integration Test (SIT),A,Closed
3898,D-Low,7/11/2016,NGBA Phase 1.1,6/27/2016,Device,System Integration Test (SIT),A,Closed
3899,D-Low,7/26/2016,NGBA Phase 1.1,6/27/2016,Component Code,System Integration Test (SIT),A,Closed
3900,C-Medium,7/13/2016,NGBA Phase 1.1,6/27/2016,Not Available,System Integration Test (SIT),A,Closed
3901,C-Medium,8/17/2016,NGBA Phase 1.1,6/27/2016,Not Available,System Integration Test (SIT),A,Closed
3907,B-High,7/1/2016,NGBA Phase 1.1,6/27/2016,Not Available,System Integration Test (SIT),A,Closed
3908,B-High,7/18/2016,NGBA Phase 1.1,6/27/2016,Middleware,System Integration Test (SIT),A,Closed
3909,C-Medium,7/1/2016,NGBA Phase 1.1,6/27/2016,Not Available,System Integration Test (SIT),A,Closed
3914,A-Critical,6/28/2016,NGBA Phase 1.1,6/27/2016,Not Available,System Integration Test (SIT),A,Closed
3911,C-Medium,7/5/2016,NGBA Phase 1.1,6/28/2016,Component Code,System Integration Test (SIT),A,Closed
3916,B-High,7/8/2016,NGBA Phase 1.1,6/28/2016,Component Code,System Integration Test (SIT),A,Closed
3919,D-Low,6/30/2016,NGBA Phase 1.1,6/28/2016,Not Available,System Integration Test (SIT),A,Closed
3921,D-Low,7/4/2016,NGBA Phase 1.1,6/28/2016,Component Code,System Integration Test (SIT),A,Closed
3932,D-Low,7/14/2016,NGBA Phase 1.1,6/28/2016,Component Code,System Integration Test (SIT),A,Closed
3922,C-Medium,6/30/2016,NGBA Phase 1.1,6/29/2016,Not Available,System Integration Test (SIT),A,Closed
3923,B-High,6/30/2016,NGBA Phase 1.1,6/29/2016,Not Available,System Integration Test (SIT),A,Closed
3926,C-Medium,7/7/2016,NGBA Phase 1.1,6/29/2016,Component Code,System Integration Test (SIT),A,Closed
3927,C-Medium,6/29/2016,NGBA Phase 1.1,6/29/2016,Not Available,System Integration Test (SIT),A,Closed
3928,C-Medium,8/8/2016,NGBA Phase 1.1,6/29/2016,Component Code,System Integration Test (SIT),A,Closed
3931,C-Medium,6/29/2016,NGBA Phase 1.1,6/29/2016,Not Available,System Integration Test (SIT),A,Closed
3933,D-Low,7/7/2016,NGBA Phase 1.1,6/29/2016,Rejected-User Experience,System Integration Test (SIT),A,Closed
3935,C-Medium,8/19/2016,NGBA Phase 1.1,6/29/2016,Not Available,System Integration Test (SIT),A,Closed
3936,C-Medium,7/14/2016,NGBA Phase 1.1,6/29/2016,Not Available,System Integration Test (SIT),A,Closed
3942,B-High,7/11/2016,NGBA Phase 1.1,6/29/2016,Component Code,System Integration Test (SIT),A,Closed
3949,C-Medium,9/6/2016,NGBA Phase 1.1,6/29/2016,Component Code,System Integration Test (SIT),A,Closed
3939,B-High,7/18/2016,NGBA Phase 1.1,6/30/2016,Middleware,System Integration Test (SIT),A,Closed
3940,D-Low,8/10/2016,NGBA Phase 1.1,6/30/2016,Component Code,System Integration Test (SIT),A,Closed
3943,C-Medium,8/22/2016,NGBA Phase 1.1,6/30/2016,Not Available,System Integration Test (SIT),A,Closed
3944,C-Medium,9/16/2016,NGBA Phase 1.1,6/30/2016,Component Code,System Integration Test (SIT),A,Closed
3945,D-Low,10/4/2016,NGBA Phase 1.1,6/30/2016,Detailed Design,System Integration Test (SIT),A,Closed
3946,D-Low,10/4/2016,NGBA Phase 1.1,6/30/2016,Detailed Design,System Integration Test (SIT),A,Closed
3947,D-Low,9/6/2016,NGBA Phase 1.1,6/30/2016,Component Code,System Integration Test (SIT),A,Closed
3948,D-Low,7/6/2016,NGBA Phase 1.1,6/30/2016,Component Code,System Integration Test (SIT),A,Closed
3951,D-Low,7/5/2016,NGBA Phase 1.1,6/30/2016,Component Code,System Integration Test (SIT),A,Closed
3952,D-Low,8/19/2016,NGBA Phase 1.1,6/30/2016,Not Available,System Integration Test (SIT),A,Closed
3953,D-Low,9/1/2016,NGBA Phase 1.1,6/30/2016,Component Code,System Integration Test (SIT),A,Closed
3954,D-Low,7/29/2016,NGBA Phase 1.1,6/30/2016,Component Code,System Integration Test (SIT),A,Closed
3956,C-Medium,6/30/2016,NGBA Phase 1.1,6/30/2016,Not Available,System Integration Test (SIT),A,Closed
3957,C-Medium,7/4/2016,NGBA Phase 1.1,6/30/2016,Not Available,System Integration Test (SIT),A,Closed
3996,D-Low,7/14/2016,NGBA Phase 1.1,7/4/2016,Component Code,System Integration Test (SIT),A,Closed
3999,C-Medium,8/11/2016,NGBA Phase 1.1,7/4/2016,Not Available,System Integration Test (SIT),A,Closed
4002,D-Low,8/1/2016,NGBA Phase 1.1,7/4/2016,Component Code,System Integration Test (SIT),A,Closed
4005,A-Critical,7/5/2016,NGBA Phase 1.1,7/4/2016,Component Code,System Integration Test (SIT),A,Closed
4007,C-Medium,7/18/2016,NGBA Phase 1.1,7/4/2016,Not Available,System Integration Test (SIT),A,Closed
4004,B-High,7/5/2016,NGBA Phase 1.1,7/5/2016,Not Available,System Integration Test (SIT),A,Closed
4009,B-High,7/6/2016,NGBA Phase 1.1,7/5/2016,Not Available,System Integration Test (SIT),A,Closed
4011,C-Medium,7/18/2016,NGBA Phase 1.1,7/5/2016,Component Code,System Integration Test (SIT),A,Closed
4013,C-Medium,7/29/2016,NGBA Phase 1.1,7/6/2016,Component Code,System Integration Test (SIT),A,Closed
4014,C-Medium,7/29/2016,NGBA Phase 1.1,7/6/2016,Component Code,System Integration Test (SIT),A,Closed
4015,C-Medium,7/29/2016,NGBA Phase 1.1,7/6/2016,Component Code,System Integration Test (SIT),A,Closed
4020,D-Low,8/22/2016,NGBA Phase 1.1,7/6/2016,Not Available,System Integration Test (SIT),A,Closed
4025,C-Medium,9/1/2016,NGBA Phase 1.1,7/6/2016,Component Code,System Integration Test (SIT),A,Closed
4185,D-Low,8/8/2016,NGBA Phase 1.1,7/29/2016,Component Code,System Integration Test (SIT),A,Closed
4187,C-Medium,8/10/2016,NGBA Phase 1.1,8/1/2016,Not Available,System Integration Test (SIT),A,Closed
4188,C-Medium,8/10/2016,NGBA Phase 1.1,8/1/2016,Not Available,System Integration Test (SIT),A,Closed
4194,C-Medium,8/1/2016,NGBA Phase 1.1,8/1/2016,Not Available,System Integration Test (SIT),A,Closed
4195,C-Medium,8/8/2016,NGBA Phase 1.1,8/1/2016,Reference Data,System Integration Test (SIT),A,Closed
4232,B-High,8/10/2016,NGBA Phase 1.1,8/4/2016,Middleware,System Integration Test (SIT),A,Closed
4234,C-Medium,10/4/2016,NGBA Phase 1.1,8/4/2016,Detailed Design,System Integration Test (SIT),A,Closed
4235,D-Low,9/1/2016,NGBA Phase 1.1,8/4/2016,Component Code,System Integration Test (SIT),A,Closed
4239,D-Low,8/10/2016,NGBA Phase 1.1,8/5/2016,Component Code,System Integration Test (SIT),A,Closed
4240,D-Low,8/10/2016,NGBA Phase 1.1,8/5/2016,Component Code,System Integration Test (SIT),A,Closed
4241,D-Low,8/10/2016,NGBA Phase 1.1,8/5/2016,Not Available,System Integration Test (SIT),A,Closed
4243,D-Low,8/10/2016,NGBA Phase 1.1,8/5/2016,Component Code,System Integration Test (SIT),A,Closed
4253,D-Low,8/26/2016,NGBA Phase 1.1,8/9/2016,Component Code,System Integration Test (SIT),A,Closed
4277,D-Low,9/16/2016,NGBA Phase 1.1,8/10/2016,Component Code,System Integration Test (SIT),A,Closed
4298,D-Low,8/26/2016,NGBA Phase 1.1,8/11/2016,Component Code,System Integration Test (SIT),A,Closed
4299,C-Medium,9/6/2016,NGBA Phase 1.1,8/12/2016,Component Code,System Integration Test (SIT),A,Closed
4306,A-Critical,9/1/2016,NGBA Phase 1.1,8/12/2016,Not Available,System Integration Test (SIT),A,Closed
4308,D-Low,8/18/2016,NGBA Phase 1.1,8/15/2016,Not Available,System Integration Test (SIT),A,Closed
4328,D-Low,8/24/2016,NGBA Phase 1.1,8/18/2016,Component Code,System Integration Test (SIT),A,Closed
4353,C-Medium,11/24/2016,NGBA Phase 1.1,8/22/2016,Not Available,System Integration Test (SIT),A,Closed
4348,D-Low,9/28/2016,NGBA Phase 1.1,8/23/2016,Reference Data,System Integration Test (SIT),A,Closed
4354,B-High,9/23/2016,NGBA Phase 1.1,8/25/2016,Component Code,System Integration Test (SIT),A,Closed
4373,C-Medium,10/19/2016,NGBA Phase 1.1,8/30/2016,Not Available,System Integration Test (SIT),A,Closed
4374,C-Medium,9/27/2016,NGBA Phase 1.1,8/30/2016,Component Code,System Integration Test (SIT),A,Closed
4375,B-High,9/15/2016,NGBA Phase 1.1,8/30/2016,Component Code,System Integration Test (SIT),A,Closed
3787,C-Medium,10/4/2016,NGBA Phase 1.1,8/31/2016,Detailed Design,System Integration Test (SIT),A,Closed
4423,C-Medium,9/28/2016,NGBA Phase 1.1,8/31/2016,Component Code,System Integration Test (SIT),A,Closed
4378,B-High,9/2/2016,NGBA Phase 1.1,9/1/2016,Component Code,System Integration Test (SIT),A,Closed
4380,D-Low,9/13/2016,NGBA Phase 1.1,9/1/2016,Component Code,System Integration Test (SIT),A,Closed
4381,C-Medium,9/26/2016,NGBA Phase 1.1,9/1/2016,Component Code,System Integration Test (SIT),A,Closed
4386,B-High,9/6/2016,NGBA Phase 1.1,9/2/2016,Component Code,System Integration Test (SIT),A,Closed
4389,C-Medium,9/13/2016,NGBA Phase 1.1,9/6/2016,Reference Data,System Integration Test (SIT),A,Closed
4390,C-Medium,9/12/2016,NGBA Phase 1.1,9/6/2016,Component Code,System Integration Test (SIT),A,Closed
4391,C-Medium,9/15/2016,NGBA Phase 1.1,9/6/2016,Component Code,System Integration Test (SIT),A,Closed
4392,C-Medium,9/16/2016,NGBA Phase 1.1,9/6/2016,Not Available,System Integration Test (SIT),A,Closed
4393,C-Medium,9/28/2016,NGBA Phase 1.1,9/6/2016,Component Code,System Integration Test (SIT),A,Closed
4394,D-Low,11/14/2016,NGBA Phase 1.1,9/6/2016,Not Available,System Integration Test (SIT),A,Closed
4395,C-Medium,9/13/2016,NGBA Phase 1.1,9/7/2016,Component Code,System Integration Test (SIT),A,Closed
4396,C-Medium,9/13/2016,NGBA Phase 1.1,9/7/2016,Component Integration,System Integration Test (SIT),A,Closed
