defectId,severity,closedDate,application,openDate,rootCause,phase,projectName,status
3329,A-Critical,5/25/2016,NGBA Phase 1.1,5/13/2016,Not Available,System Integration Test (SIT),A,Closed
3332,C-Medium,5/19/2016,NGBA Phase 1.1,5/16/2016,Application Data,System Integration Test (SIT),A,Closed
3343,C-Medium,6/13/2016,NGBA Phase 1.1,5/16/2016,Component Code,System Integration Test (SIT),A,Closed
3531,C-Medium,6/22/2016,NGBA Phase 1.1,5/24/2016,Component Code,System Integration Test (SIT),A,Closed
3541,B-High,8/9/2016,NGBA Phase 1.1,5/24/2016,Middleware,System Integration Test (SIT),A,Closed
3552,B-High,6/1/2016,NGBA Phase 1.1,5/25/2016,Not Available,System Integration Test (SIT),A,Closed
3561,B-High,5/26/2016,NGBA Phase 1.1,5/25/2016,Not Available,System Integration Test (SIT),A,Closed
3562,B-High,5/26/2016,NGBA Phase 1.1,5/25/2016,Not Available,System Integration Test (SIT),A,Closed
3565,B-High,6/13/2016,NGBA Phase 1.1,5/25/2016,Component Code,System Integration Test (SIT),A,Closed
3566,B-High,9/28/2016,NGBA Phase 1.1,5/25/2016,Not Available,System Integration Test (SIT),A,Closed
3567,B-High,9/28/2016,NGBA Phase 1.1,5/25/2016,Not Available,System Integration Test (SIT),A,Closed
3568,B-High,9/28/2016,NGBA Phase 1.1,5/25/2016,Not Available,System Integration Test (SIT),A,Closed
3578,B-High,5/27/2016,NGBA Phase 1.1,5/27/2016,Not Available,System Integration Test (SIT),A,Closed
3586,C-Medium,6/23/2016,NGBA Phase 1.1,5/30/2016,Component Code,System Integration Test (SIT),A,Closed
3589,C-Medium,6/8/2016,NGBA Phase 1.1,5/31/2016,Not Available,System Integration Test (SIT),A,Closed
3590,B-High,6/2/2016,NGBA Phase 1.1,5/31/2016,Not Available,System Integration Test (SIT),A,Closed
3593,D-Low,7/7/2016,NGBA Phase 1.1,5/31/2016,Detailed Design,System Integration Test (SIT),A,Closed
3594,D-Low,6/13/2016,NGBA Phase 1.1,5/31/2016,Component Code,System Integration Test (SIT),A,Closed
3598,C-Medium,9/6/2016,NGBA Phase 1.1,5/31/2016,Component Code,System Integration Test (SIT),A,Closed
3599,B-High,6/13/2016,NGBA Phase 1.1,5/31/2016,Component Code,System Integration Test (SIT),A,Closed
3600,C-Medium,6/8/2016,NGBA Phase 1.1,5/31/2016,Not Available,System Integration Test (SIT),A,Closed
3601,A-Critical,6/9/2016,NGBA Phase 1.1,5/31/2016,Not Available,System Integration Test (SIT),A,Closed
3620,C-Medium,6/21/2016,NGBA Phase 1.1,5/31/2016,Not Available,System Integration Test (SIT),A,Closed
3602,D-Low,8/17/2016,NGBA Phase 1.1,6/1/2016,Not Available,System Integration Test (SIT),A,Closed
3603,B-High,6/14/2016,NGBA Phase 1.1,6/1/2016,Reference Data,System Integration Test (SIT),A,Closed
3608,C-Medium,6/8/2016,NGBA Phase 1.1,6/1/2016,Not Available,System Integration Test (SIT),A,Closed
3618,B-High,6/20/2016,NGBA Phase 1.1,6/1/2016,Component Code,System Integration Test (SIT),A,Closed
3619,D-Low,7/20/2016,NGBA Phase 1.1,6/1/2016,Component Code,System Integration Test (SIT),A,Closed
3628,C-Medium,9/28/2016,NGBA Phase 1.1,6/2/2016,Detailed Business Requirements,System Integration Test (SIT),A,Closed
3633,B-High,7/14/2016,NGBA Phase 1.1,6/2/2016,Middleware,System Integration Test (SIT),A,Closed
3640,C-Medium,6/13/2016,NGBA Phase 1.1,6/2/2016,Component Code,System Integration Test (SIT),A,Closed
3657,B-High,7/4/2016,NGBA Phase 1.1,6/3/2016,Not Available,System Integration Test (SIT),A,Closed
3661,B-High,8/8/2016,NGBA Phase 1.1,6/3/2016,Component Code,System Integration Test (SIT),A,Closed
3681,C-Medium,6/24/2016,NGBA Phase 1.1,6/6/2016,Component Code,System Integration Test (SIT),A,Closed
3724,B-High,6/24/2016,NGBA Phase 1.1,6/8/2016,Component Code,System Integration Test (SIT),A,Closed
3727,B-High,6/24/2016,NGBA Phase 1.1,6/8/2016,Component Code,System Integration Test (SIT),A,Closed
